"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"12/19/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.44","debit","HCA Cafe","Checking","",""
"12/18/2019","BP","BP#6608731BELLE MEAD EXP NASHVILLE TN","32.95","debit","Gas & Fuel","CreditCard ","",""
"12/18/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"12/18/2019","STAR BAGEL C 5812 TN Nashville SQ *STAR BAGEL CAFEUS","POS PURCH - SQ *STAR BAGEL C 5812 TN Nashville SQ *STAR BAGEL CAFEUS","6.75","debit","Fast Food","Checking","",""
"12/18/2019","Belle Meade","POS PURCH - BELLE MEADE CLEA 7216 TN NASHVILLE BELLE MEADE CLEANERUS","9.67","debit","Personal Care","Checking","",""
"12/17/2019","TRANS - SELECT RWDS payment;121719;PAYMENT","ACH TRANS - SELECT RWDS PYMT;121719;PAYMENT","1220.44","debit","Credit Card Payment","Checking","","This CC Payment auto drafted, and I had previously already paid the bill. I was refunded the money a few days later"
"12/17/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"12/17/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.36","debit","HCA Cafe","Checking","",""
"12/16/2019","F560500B5000PR357 ADJUSTMENT-PAYMENTS","F560500B5000PR357 ADJUSTMENT-PAYMENTS","1220.44","debit","Credit Card Payment","CreditCard ","",""
"12/16/2019","*FINANCE CHARGE* PREV CYCLE PURCHASES","*FINANCE CHARGE* PREV CYCLE PURCHASES","5.09","debit","Finance Charge","CreditCard ","",""
"12/16/2019","F560500AY00CHGDDA AUTOMATIC PAYMENT - THANK YOU","F560500AY00CHGDDA AUTOMATIC PAYMENT - THANK YOU","1220.44","credit","Credit Card Payment","CreditCard ","",""
"12/16/2019","Kroger","POS PURCH - KROGER #527 5411 TN BELLEVUE 7087 HWY. 70 S. US","22.26","debit","Groceries","Checking","",""
"12/15/2019","CHEEKWOOD 8398 TN HTTPSCHEEKWOO CHEEKWOOD US","POS PURCH - CHEEKWOOD 8398 TN HTTPSCHEEKWOO CHEEKWOOD US","44.00","debit","Income","Checking","",""
"12/15/2019","UPS","POS PURCH - THE UPS STORE 28 7399 TN NASHVILLE THE UPS STORE 2863 US","2.03","debit","Shipping","Checking","",""
"12/15/2019","White Bridge Auto Wash","POS PURCH - WHITE BRIDGE AUT 7542 TN NASHVILLE WHITE BRIDGE AUTO WUS","5.46","debit","Auto & Transport","Checking","",""
"12/15/2019","BIG BAD BREA 5812 TN NASHVILLE SQ *BIG BAD BREAKFAUS","POS PURCH - SQ *BIG BAD BREA 5812 TN NASHVILLE SQ *BIG BAD BREAKFAUS","20.93","debit","Food & Dining","Checking","",""
"12/14/2019","Target","POS PURCH - TARGET T-0146 5411 TN Nashville 26 White Bridge Rd US","46.26","debit","Home Supplies","Checking","",""
"12/14/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","8.01","debit","Fast Food","Checking","",""
"12/13/2019","IBG NASHVILLE 5812 TN NASHVILLE IBG NASHVILLE US","POS PURCH - IBG NASHVILLE 5812 TN NASHVILLE IBG NASHVILLE US","15.71","debit","Business Services","Checking","",""
"12/13/2019","Publix","POS PURCH - PUBLIX 5411 TN BRENTWOOD PUBLIX US","2.13","debit","Groceries","Checking","",""
"12/13/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"12/12/2019","City Limits","POS PURCH - CITY LIMITS 5812 TN NASHVILLE CITY LIMITS US","7.25","debit","Food & Dining","Checking","",""
"12/11/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","6.53","debit","Fast Food","Checking","",""
"12/11/2019","Taziki's","POS PURCH - SQ *TAZIKIS MEDI 5812 TN NASHVILLE SQ *TAZIKIS MEDITERUS","8.73","debit","Restaurants","Checking","",""
"12/10/2019","THE PRODUCE PLAC 5411 TN NASHVILLE THE PRODUCE PLAC US","POS PURCH - THE PRODUCE PLAC 5411 TN NASHVILLE THE PRODUCE PLAC US","11.30","debit","Groceries","Checking","",""
"12/10/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.55","debit","HCA Cafe","Checking","",""
"12/10/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"12/10/2019","THE PRODUCE PLAC 5411 TN NASHVILLE THE PRODUCE PLAC US","POS PURCH - THE PRODUCE PLAC 5411 TN NASHVILLE THE PRODUCE PLAC US","2.13","debit","Groceries","Checking","",""
"12/09/2019","WWW.CLARKSUSA.CO 5661 MA 617-796-5061 WWW.CLARKSUSA.COM #US","POS PURCH - WWW.CLARKSUSA.CO 5661 MA 617-796-5061 WWW.CLARKSUSA.COM #US","65.55","debit","Clothing","Checking","",""
"12/09/2019","Metro","POS PURCH - L2G*METRO PARKS. 9399 TN NASHVILLE L2G*METRO PARKS.615US","20.46","debit","Utilities","Checking","",""
"12/09/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","2.50","debit","Fast Food","Checking","",""
"12/08/2019","City Limits","POS PURCH - CITY LIMITS 5812 TN NASHVILLE CITY LIMITS US","2.25","debit","Food & Dining","Checking","",""
"12/08/2019","STAR BAGEL C 5812 TN Nashville SQ *STAR BAGEL CAFEUS","POS PURCH - SQ *STAR BAGEL C 5812 TN Nashville SQ *STAR BAGEL CAFEUS","7.50","debit","Fast Food","Checking","",""
"12/08/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.44","debit","Fast Food","Checking","",""
"12/07/2019","Shell","SHELL OIL 91002688256 BRENTWOOD TN","37.27","debit","Gas & Fuel","CreditCard ","",""
"12/07/2019","PORTLAND BRE 5814 TN NASHVILLE SQ *PORTLAND BREW CUS","POS PURCH - SQ *PORTLAND BRE 5814 TN NASHVILLE SQ *PORTLAND BREW CUS","2.73","debit","Coffee Shops","Checking","",""
"12/07/2019","ABC Traffic School","POS PURCH - ABC TRAFFIC SCHO 8299 TN 615-9482750 ABC TRAFFIC SCHOOL US","70.00","debit","Attorney Fee","Checking","",""
"12/07/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","2.05","debit","HCA Cafe","Checking","",""
"12/06/2019","Target","POS PURCH - TARGET T-0146 5411 TN Nashville 26 White Bridge Rd US","41.41","debit","Shopping","Checking","",""
"12/06/2019","TRANSFER - SELF SERVICE TRANSFER TO LOAN 16H118","TRANSFER - SELF SERVICE TRANSFER TO LOAN 16H118","500.00","debit","Transfer","Checking","",""
"12/06/2019","BAJA BURRITO 5812 TN NASHVILLE BAJA BURRITO US","POS PURCH - BAJA BURRITO 5812 TN NASHVILLE BAJA BURRITO US","9.46","debit","Restaurants","Checking","",""
"12/06/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"12/06/2019","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 75 (Fee: $ 91.73)","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 75 (Fee: $ 91.73)","500.00","credit","Transfer","Loan","",""
"12/05/2019","City Limits","POS PURCH - CITY LIMITS 5812 TN NASHVILLE CITY LIMITS US","2.25","debit","Food & Dining","Checking","",""
"12/05/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.98","debit","HCA Cafe","Checking","",""
"12/04/2019","Yourcause, LLC","POS PURCH - YOURCAUSE 8398 TX HTTPS://NPO.Y YOURCAUSE US","1000.00","debit","Charity","Checking","",""
"12/04/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.55","debit","HCA Cafe","Checking","",""
"12/04/2019","Federal Express","POS PURCH - FEDEX 7785667033 4215 TN MEMPHIS FEDEX 778566703388 US","9.20","debit","Shipping","Checking","",""
"12/04/2019","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","6.53","debit","Fast Food","Checking","",""
"12/04/2019","Smoothie King","POS PURCH - SMOOTHIE KING - 5814 TN NASHVILLE SMOOTHIE KING - 028US","5.56","debit","Food & Dining","Checking","",""
"12/03/2019","TRANS - USAA P&C EXT ;120319;AUTOPAY","ACH TRANS - USAA P&C EXT ;120319;AUTOPAY","98.43","debit","Auto Insurance","Checking","",""
"12/03/2019","Spotify","POS PURCH - Spotify USA 4899 NY 877-7781161 Spotify USA US","10.94","debit","Music","Checking","Subscription",""
"12/03/2019","Kroger","POS PURCH - KROGER #843 5411 TN NASHVILLE 4560 HARDING RD. US","18.76","debit","Groceries","Checking","",""
"12/03/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.66","debit","Fast Food","Checking","",""
"12/02/2019","TRANS - HCALAWFINFT ;120319;EDIPAYMENT","ACH TRANS - HCALAWFINFT ;120319;EDIPAYMENT","432.83","credit","Paycheck","Checking","",""
"12/02/2019","City Limits","POS PURCH - CITY LIMITS 5812 TN NASHVILLE CITY LIMITS US","5.56","debit","Food & Dining","Checking","",""
"12/02/2019","TRANSFER - SELF SERVICE TRANSFER TO SHARE 01","TRANSFER - SELF SERVICE TRANSFER TO SHARE 01","2222.95","debit","Transfer","Checking","",""
"12/02/2019","NORTH ITALIA NAS 5812 TN NASHVILLE NORTH ITALIA NASHVIUS","POS PURCH - NORTH ITALIA NAS 5812 TN NASHVILLE NORTH ITALIA NASHVIUS","18.30","debit","Restaurants","Checking","",""
"12/02/2019","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 75","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 75","2222.95","credit","Transfer","Savings","",""
"12/01/2019","Headquarters LLC","POS PURCH - SQ *HEADQUARTERS 5812 TN NASHVILLE SQ *HEADQUARTERS US","7.92","debit","Coffee Shops","Checking","",""
"12/01/2019","CKO*Patreon* Mem 5815 CA 833-9728766 CKO*Patreon* MemberUS","POS PURCH - CKO*Patreon* Mem 5815 CA 833-9728766 CKO*Patreon* MemberUS","3.00","debit","Gym","Checking","",""
"12/01/2019","Marathon","POS PURCH - 151 MARATHON LOT 7523 TN NASHVILLE 151 MARATHON LOT US","3.00","debit","Gas & Fuel","Checking","",""
"12/01/2019","City Limits","POS PURCH - CITY LIMITS 5812 TN NASHVILLE CITY LIMITS US","7.24","debit","Food & Dining","Checking","",""
"11/30/2019","Blaze Pizza","POS PURCH - BLAZE PIZZA BREN 5812 TN BRENTWOOD BLAZE PIZZA BRENTWOUS","9.27","debit","Fast Food","Checking","",""
"11/30/2019","Kroger","POS PURCH - KROGER #527 5411 TN BELLEVUE 7087 HWY. 70 S. US","22.91","debit","Groceries","Checking","",""
"11/30/2019","DIVIDEND","DIVIDEND","6.44","credit","Investments","Savings","",""
"11/30/2019","Sam Harris Media, Inc.","POS PURCH - SAM HARRIS MEDIA 5815 CA 650-434-2726 SAM HARRIS MEDIA IUS","3.00","debit","Podcast","Checking","Subscription",""
"11/30/2019","THREE BROTHE 5814 TN Nashville SQ *THREE BROTHERS US","POS PURCH - SQ *THREE BROTHE 5814 TN Nashville SQ *THREE BROTHERS US","2.75","debit","Coffee Shops","Checking","",""
"11/30/2019","DIVIDEND","DIVIDEND","33.08","credit","Dividend & Cap Gains","Investment","",""
"11/29/2019","North Face","POS PURCH - THE NORTH FACE # 5691 TN NASHVILLE 2126 ABBOTT MARTIN US","122.91","debit","Clothing","Checking","",""
"11/29/2019","TRANSFER - SELF SERVICE TRANSFER FROM TBCROZIER SHARE 75","TRANSFER - SELF SERVICE TRANSFER FROM TBCROZIER SHARE 75","75.00","credit","Transfer","Checking","",""
"11/29/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","2.50","debit","Fast Food","Checking","",""
"11/28/2019","TRANS - HCA Corporate ;112919;PR PAYMENT","ACH TRANS - HCA Corporate ;112919;PR PAYMENT","2973.74","credit","Paycheck","Checking","",""
"11/28/2019","Panera Bread","POS PURCH - PANERA BREAD #60 5814 TN NASHVILLE PANERA BREAD #60126US","10.36","debit","Fast Food","Checking","",""
"11/28/2019","Metro","POS PURCH - L2G*METRO PARKS. 9399 TN NASHVILLE L2G*METRO PARKS.615US","10.23","debit","Utilities","Checking","",""
"11/28/2019","Kroger","POS PURCH - KROGER #596 5411 TN BRENTWOOD 210 FRANKLIN RD. SUUS","74.65","debit","Groceries","Checking","",""
"11/28/2019","Amazon","POS PURCH - Amazon Prime 5968 WA Amzn.com/bill Amazon Prime US","14.22","debit","Shopping","Checking","",""
"11/27/2019","Exxon","EXXONMOBIL 47880976 NASHVILLE TN","16.79","debit","Gas & Fuel","CreditCard ","",""
"11/27/2019","Best Buy","BEST BUY MHT 00011304 NASHVILLE TN","273.11","debit","Electronics & Software","CreditCard ","",""
"11/27/2019","TRANS - SELECT RWDS payment;112719;PAYMENT","ACH TRANS - SELECT RWDS PYMT;112719;PAYMENT","1199.16","debit","Credit Card Payment","Checking","",""
"11/27/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.55","debit","HCA Cafe","Checking","",""
"11/27/2019","THREE BROTHE 5814 TN Nashville SQ *THREE BROTHERS US","POS PURCH - SQ *THREE BROTHE 5814 TN Nashville SQ *THREE BROTHERS US","3.25","debit","Coffee Shops","Checking","",""
"11/27/2019","COLEHAAN.COM 5964 NH 800-695-8945 COLEHAAN.COM US","POS PURCH - COLEHAAN.COM 5964 NH 800-695-8945 COLEHAAN.COM US","129.97","debit","Clothing","Checking","",""
"11/27/2019","ONSITE MASSAGE I 8099 TN NASHVILLE ONSITE MASSAGE INC US","POS PURCH - ONSITE MASSAGE I 8099 TN NASHVILLE ONSITE MASSAGE INC US","75.00","debit","Spa & Massage","Checking","",""
"11/27/2019","Dick's Sporting","POS PURCH - DICK'S SPORTING 5941 TN NASHVILLE DICK'S SPORTING #28US","54.60","debit","Sporting Goods","Checking","",""
"11/26/2019","F560500AA00CHGDDA AUTOMATIC PAYMENT - THANK YOU","F560500AA00CHGDDA AUTOMATIC PAYMENT - THANK YOU","1199.16","credit","Credit Card Payment","CreditCard ","",""
"11/26/2019","THE CAFE AT 5499 TN NASHVILLE SQ *THE CAFE AT THIUS","POS PURCH - SQ *THE CAFE AT 5499 TN NASHVILLE SQ *THE CAFE AT THIUS","2.73","debit","Restaurants","Checking","",""
"11/26/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"11/26/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.44","debit","HCA Cafe","Checking","",""
"11/24/2019","TRANS - HCALAWFINFT ;112519;EDIPAYMENT","ACH TRANS - HCALAWFINFT ;112519;EDIPAYMENT","1199.16","credit","Paycheck","Checking","",""
"11/24/2019","PORTLAND BRE 5814 TN NASHVILLE SQ *PORTLAND BREW CUS","POS PURCH - SQ *PORTLAND BRE 5814 TN NASHVILLE SQ *PORTLAND BREW CUS","2.73","debit","Coffee Shops","Checking","",""
"11/24/2019","SERVICE SOURCE T 7523 TN NASHVILLE SERVICE SOURCE TOWEUS","POS PURCH - SERVICE SOURCE T 7523 TN NASHVILLE SERVICE SOURCE TOWEUS","10.00","debit","Gas & Fuel","Checking","",""
"11/24/2019","PINS MECHANICAL 5812 TN NASHVILLE PINS MECHANICAL CO US","POS PURCH - PINS MECHANICAL 5812 TN NASHVILLE PINS MECHANICAL CO US","8.74","debit","Alcohol & Bars","Checking","",""
"11/23/2019","Taziki's","POS PURCH - SQ *TAZIKIS MEDI 5812 TN NASHVILLE SQ *TAZIKIS MEDITERUS","8.73","debit","Restaurants","Checking","",""
"11/23/2019","THE CAFE AT 5499 TN NASHVILLE SQ *THE CAFE AT THIUS","POS PURCH - SQ *THE CAFE AT 5499 TN NASHVILLE SQ *THE CAFE AT THIUS","2.73","debit","Restaurants","Checking","",""
"11/23/2019","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","8.38","debit","Restaurants","Checking","",""
"11/22/2019","PHR*ELITESPORTSM 8011 TN 615-3241600 PHR*ELITESPORTSM US","POS PURCH - PHR*ELITESPORTSM 8011 TN 615-3241600 PHR*ELITESPORTSM US","96.71","debit","Doctor","Checking","",""
"11/22/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"11/22/2019","TST* PASTARIA - 5812 MO ST. LOUIS TST* PASTARIA - NASUS","POS PURCH - TST* PASTARIA - 5812 MO ST. LOUIS TST* PASTARIA - NASUS","19.53","debit","Restaurants","Checking","",""
"11/21/2019","BP","BP#6608731BELLE MEAD EXP NASHVILLE TN","23.37","debit","Gas & Fuel","CreditCard ","",""
"11/21/2019","TOTAL FEES FOR THIS PERIOD","TOTAL FEES FOR THIS PERIOD","0.00","credit","Bank Fee","CreditCard ","",""
"11/21/2019","TOTAL INTEREST FOR THIS PERIOD","TOTAL INTEREST FOR THIS PERIOD","0.00","credit","Finance Charge","CreditCard ","",""
"11/21/2019","BAJA BURRITO 5812 TN NASHVILLE BAJA BURRITO US","POS PURCH - BAJA BURRITO 5812 TN NASHVILLE BAJA BURRITO US","9.46","debit","Restaurants","Checking","",""
"11/21/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.63","debit","HCA Cafe","Checking","",""
"11/20/2019","COCO'S ITALIAN M 5812 TN 615-7142353 COCO'S ITALIAN MARKUS","POS PURCH - COCO'S ITALIAN M 5812 TN 615-7142353 COCO'S ITALIAN MARKUS","7.56","debit","Restaurants","Checking","",""
"11/20/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","4.35","debit","Fast Food","Checking","",""
"11/20/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"11/20/2019","STAR BAGEL C 5812 TN Nashville SQ *STAR BAGEL CAFEUS","POS PURCH - SQ *STAR BAGEL C 5812 TN Nashville SQ *STAR BAGEL CAFEUS","2.25","debit","Fast Food","Checking","",""
"11/19/2019","City Limits","POS PURCH - CITY LIMITS 5812 TN NASHVILLE CITY LIMITS US","7.24","debit","Food & Dining","Checking","",""
"11/19/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.55","debit","HCA Cafe","Checking","",""
"11/18/2019","TRANS - SELECT RWDS payment;111819;PAYMENT","ACH TRANS - SELECT RWDS PYMT;111819;PAYMENT","37.89","debit","Question?","Checking","",""
"11/18/2019","Parnassus Books LLC","POS PURCH - PARNASSUS BOOKS 5942 TN NASHVILLE PARNASSUS BOOKS US","19.66","debit","Books","Checking","",""
"11/18/2019","Kroger","POS PURCH - KROGER #895 5411 TN NASHVILLE 2131 ABBOTT MARTIN US","32.73","debit","Groceries","Checking","",""
"11/17/2019","ZOLA REGISTRY 5947 NY HTTPSWWW.ZOLA ZOLA REGISTRY US","POS PURCH - ZOLA REGISTRY 5947 NY HTTPSWWW.ZOLA ZOLA REGISTRY US","73.98","debit","Gift","Checking","",""
"11/17/2019","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","2.50","debit","Coffee Shops","Checking","",""
"11/16/2019","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","8.05","debit","Fast Food","Checking","",""
"11/15/2019","F5605009Z00CHGDDA AUTOMATIC PAYMENT - THANK YOU","F5605009Z00CHGDDA AUTOMATIC PAYMENT - THANK YOU","37.89","credit","Credit Card Payment","CreditCard ","",""
"11/15/2019","TRANSFER - SELF SERVICE TRANSFER FROM TBCROZIER SHARE 75","TRANSFER - SELF SERVICE TRANSFER FROM TBCROZIER SHARE 75","30.00","credit","Transfer","Checking","",""
"11/14/2019","Smoothie King","POS PURCH - SMOOTHIE KING - 5814 TN NASHVILLE SMOOTHIE KING - 074US","13.53","debit","Food & Dining","Checking","",""
"11/14/2019","Taziki's","POS PURCH - SQ *TAZIKIS MEDI 5812 TN NASHVILLE SQ *TAZIKIS MEDITERUS","22.91","debit","Food & Dining","Checking","",""
"11/14/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.36","debit","HCA Cafe","Checking","",""
"11/13/2019","Nike","POS PURCH - NIKE.COM 5969 OR 800-806-6453 NIKE.COM US","18.54","debit","Clothing","Checking","",""
"11/13/2019","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","9.47","debit","Restaurants","Checking","",""
"11/13/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.36","debit","HCA Cafe","Checking","",""
"11/12/2019","Trans Select Rwds","ACH TRANS - SELECT RWDS PYMT;111219;PAYMENT","15.00","debit","Credit Card Payments","Checking","",""
"11/12/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.36","debit","HCA Cafe","Checking","",""
"11/12/2019","Smoothie King","POS PURCH - SMOOTHIE KING - 5814 TN NASHVILLE SMOOTHIE KING - 028US","5.56","debit","Food & Dining","Checking","",""
"11/12/2019","Dep Cash Me","DEP CASH - ME 800-341-4341 LLBEAN-DIRECT US","12.51","credit","Income","Checking","",""
"11/11/2019","BLAZE PIZZA BREN 5812 TN BRENTWOOD BLAZE PIZZA BRENTWOUS","POS PURCH - BLAZE PIZZA BREN 5812 TN BRENTWOOD BLAZE PIZZA BRENTWOUS","18.55","debit","Restaurants","Checking","",""
"11/11/2019","Kroger","POS PURCH - KROGER #843 5411 TN NASHVILLE 4560 HARDING RD. US","42.45","debit","Groceries","Checking","",""
"11/11/2019","Head Quarters","POS PURCH - SQ *HEADQUARTERS 5812 TN NASHVILLE SQ *HEADQUARTERS US","9.56","debit","Coffee Shops","Checking","",""
"11/11/2019","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.01","debit","Fast Food","Checking","",""
"11/10/2019","Joel Jackson Va","POS PURCH - JOEL S. JACKSON 8111 VA 866-7855297 JOEL S. JACKSON P.CUS","200.00","debit","Attorney Fee","Checking","",""
"11/10/2019","Shell","POS PURCH - SHELL SERVICE ST 5542 TN NASHVILLE SHELL US","34.23","debit","Gas & Fuel","Checking","",""
"11/09/2019","Sq Three Brothe","POS PURCH - SQ *THREE BROTHE 5814 TN Nashville SQ *THREE BROTHERS US","6.00","debit","Coffee Shops","Checking","",""
"11/09/2019","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","9.82","debit","Restaurants","Checking","",""
"11/09/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.55","debit","HCA Cafe","Checking","",""
"11/08/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
